8183,1483,0
8181,1460,0
8180,1438,0
8181,1421,0
8182,1407,0
8182,1390,0
8183,1372,0
8185,1353,0
8183,1333,0
8183,1315,0
8183,1299,0
8182,1286,0
8182,1277,0
8183,1269,0
8183,1260,0
8183,1250,0
8183,1243,0
8182,1238,0
8183,1229,0
8183,1217,0
8183,1202,0
8183,1187,0
8183,1173,0
8184,1160,0
8184,1147,0
8184,1133,0
8183,1118,0
8184,1103,0
8184,1088,0
8185,1081,0
8185,1086,0
8185,1109,0
8185,1157,0
8184,1238,0
8184,1358,0
8183,1513,0
8185,1694,0
8185,1890,0
8185,2084,0
8185,2264,0
8186,2420,0
8186,2547,0
8186,2634,0
8186,2692,0
8186,2737,0
8187,2767,0
8187,2786,0
8189,2798,0
8191,2806,0
8191,2811,0
8189,2816,0
8189,2820,0
8189,2824,0
8190,2826,0
8191,2825,0
8191,2819,0
8192,2810,0
8192,2802,0
8192,2791,0
8192,2777,0
8192,2756,0
8192,2726,0
8194,2688,0
8195,2639,0
8195,2579,0
8197,2512,0
8197,2443,0
8197,2375,0
8197,2316,0
8197,2262,0
8198,2214,0
8198,2178,0
8198,2149,0
8199,2126,0
8201,2108,0
8200,2094,0
8201,2081,0
8201,2067,0
8203,2052,0
8204,2034,0
8205,2012,0
8207,1987,0
8208,1964,0
8209,1940,0
8209,1912,0
8209,1882,0
8210,1851,0
8211,1817,0
8211,1784,0
8212,1751,0
8214,1720,0
8213,1689,0
8213,1659,0
8213,1631,0
8214,1603,0
8214,1578,0
8216,1556,0
8217,1531,0
8217,1507,0
8217,1482,0
8217,1456,0
8216,1430,0
8216,1405,0
8215,1379,0
8215,1353,0
8215,1328,0
8214,1304,0
8214,1283,0
8212,1268,0
8210,1255,0
8210,1239,0
8209,1224,0
8208,1209,0
8207,1194,0
8207,1180,0
8204,1166,0
8203,1153,0
8201,1140,0
8199,1126,0
8199,1113,0
8198,1102,0
8198,1096,0
8197,1091,0
8197,1083,0
8196,1074,0
8193,1062,0
8192,1049,0
8190,1035,0
8190,1020,0
8189,1008,0
8189,1005,0
8190,1021,0
8190,1064,0
8188,1142,0
8187,1236,0
8185,1353,0
8185,1509,0
8185,1689,0
8185,1877,0
8185,2057,0
8185,2217,0
8184,2348,0
8183,2449,0
8183,2521,0
8183,2568,0
8183,2598,0
8183,2616,0
8183,2623,0
8183,2622,0
8182,2620,0
8183,2619,0
8182,2620,0
8183,2620,0
8183,2620,0
8183,2619,0
8184,2617,0
8184,2613,0
8184,2606,0
8184,2595,0
8184,2578,0
8183,2557,0
8183,2531,0
8182,2498,0
8183,2458,0
8183,2409,0
8183,2350,0
8182,2285,0
8182,2217,0
8182,2149,0
8183,2085,0
8184,2028,0
8184,1981,0
8185,1944,0
8185,1915,0
8185,1894,0
8184,1879,0
8183,1867,0
8183,1857,0
8182,1846,0
8184,1833,0
8185,1816,0
8184,1795,0
8185,1772,0
8184,1746,0
8184,1717,0
8184,1686,0
8183,1658,0
8184,1633,0
8185,1606,0
8185,1576,0
8185,1546,0
8184,1518,0
8184,1491,0
8184,1464,0
8183,1438,0
8183,1412,0
8184,1386,0
8184,1360,0
8184,1334,0
8184,1314,0
8184,1297,0
8184,1279,0
8183,1260,0
8184,1239,0
8185,1218,0
8184,1198,0
8185,1180,0
8185,1163,0
8184,1147,0
8184,1132,0
8182,1117,0
8181,1102,0
8182,1087,0
8182,1077,0
8182,1069,0
8182,1057,0
8182,1045,0
8181,1033,0
8181,1021,0
8179,1010,0
8181,999,0
8182,989,0
8183,981,0
8183,975,0
8182,970,0
8182,964,0
8182,961,0
8182,960,0
8182,956,0
8182,949,0
8182,940,0
8182,932,0
8182,925,0
8181,918,0
8180,911,0
8180,901,0
8180,889,0
8182,876,0
8182,868,0
8183,872,0
8183,891,0
8183,936,0
8182,1018,0
8182,1140,0
8182,1299,0
8182,1485,0
8183,1685,0
8183,1883,0
8184,2065,0
8183,2220,0
8183,2343,0
8182,2434,0
8182,2491,0
8182,2523,0
8183,2542,0
8184,2550,0
8184,2552,0
8185,2551,0
8184,2550,0
8184,2549,0
8183,2549,0
8183,2549,0
8183,2549,0
8184,2549,0
8184,2548,0
8184,2543,0
8183,2535,0
8182,2526,0
8182,2515,0
8183,2500,0
8184,2478,0
8184,2450,0
8185,2413,0
8186,2367,0
8185,2311,0
8185,2246,0
8185,2176,0
8184,2103,0
8184,2039,0
8184,1982,0
8184,1925,0
8185,1876,0
8184,1836,0
8182,1807,0
8181,1838,0
8179,1900,0
8179,1927,0
8179,1936,0
8179,1937,0
8179,1933,0
8178,1923,0
8178,1911,0
8177,1898,0
8178,1878,0
8177,1854,0
8178,1826,0
8181,1797,0
8183,1767,0
8184,1737,0
8185,1709,0
8185,1683,0
8187,1657,0
8188,1631,0
8189,1607,0
8189,1589,0
8189,1573,0
8189,1554,0
8188,1534,0
8186,1514,0
8186,1495,0
8185,1476,0
8185,1459,0
8186,1442,0
8186,1425,0
8187,1406,0
8188,1388,0
8187,1370,0
8187,1354,0
8186,1344,0
8187,1336,0
8186,1326,0
8187,1316,0
8188,1305,0
8187,1294,0
8187,1283,0
8186,1272,0
8185,1263,0
8185,1254,0
8186,1245,0
8187,1235,0
8187,1225,0
8188,1220,0
8187,1217,0
8186,1213,0
8185,1209,0
8185,1205,0
8185,1200,0
8186,1194,0
8186,1186,0
8187,1177,0
8187,1169,0
8186,1162,0
8187,1156,0
8186,1149,0
8186,1146,0
8185,1144,0
8186,1137,0
8184,1127,0
8181,1115,0
8177,1108,0
8172,1115,0
8167,1146,0
8165,1209,0
8164,1312,0
8165,1455,0
8169,1631,0
8177,1826,0
8189,2001,0
8205,2157,0
8222,2313,0
8235,2449,0
8244,2556,0
8245,2631,0
8244,2677,0
8243,2699,0
8245,2704,0
8243,2696,0
8243,2682,0
8241,2667,0
8238,2654,0
8233,2640,0
8227,2627,0
8220,2613,0
8213,2598,0
8209,2582,0
8208,2564,0
8209,2545,0
8210,2523,0
8209,2497,0
8209,2466,0
8205,2430,0
8201,2386,0
8197,2336,0
8193,2287,0
8189,2236,0
8187,2176,0
8185,2113,0
8184,2052,0
8183,1995,0
8182,1947,0
8181,1912,0
8181,1888,0
8180,1874,0
8179,1865,0
8178,1858,0
8179,1853,0
8179,1849,0
8180,1844,0
8179,1834,0
8179,1819,0
8178,1801,0
8178,1778,0
8177,1751,0
8177,1723,0
8178,1695,0
8178,1668,0
8178,1641,0
8178,1614,0
8177,1587,0
8176,1562,0
8176,1543,0
8177,1527,0
8178,1507,0
8178,1485,0
8178,1464,0
8178,1443,0
8177,1423,0
8176,1403,0
8176,1384,0
8176,1363,0
8176,1343,0
8178,1325,0
8178,1314,0
8178,1305,0
8177,1293,0
8177,1279,0
8177,1264,0
8176,1251,0
8177,1241,0
8176,1232,0
8176,1223,0
8177,1217,0
8177,1213,0
8177,1209,0
8178,1205,0
8177,1201,0
8177,1201,0
8177,1201,0
8177,1196,0
8178,1190,0
8177,1183,0
8178,1176,0
8178,1171,0
8178,1166,0
8178,1158,0
8179,1148,0
8178,1137,0
8179,1127,0
8179,1123,0
8179,1132,0
8179,1159,0
8180,1215,0
8180,1309,0
8179,1441,0
8180,1606,0
8180,1792,0
8182,1984,0
8181,2167,0
8180,2328,0
8180,2459,0
8181,2555,0
8182,2618,0
8182,2651,0
8183,2662,0
8184,2663,0
8183,2658,0
8182,2649,0
8183,2639,0
8183,2628,0
8183,2617,0
8184,2605,0
8184,2594,0
8186,2580,0
8186,2563,0
8187,2546,0
8188,2530,0
8188,2512,0
8188,2491,0
8189,2468,0
8191,2442,0
8191,2412,0
8191,2374,0
8191,2328,0
8191,2274,0
8192,2212,0
8193,2145,0
8194,2076,0
8194,2009,0
8195,1953,0
8197,1907,0
8198,1865,0
8197,1833,0
8196,1810,0
8197,1796,0
8198,1788,0
8198,1784,0
8199,1781,0
8200,1776,0
8201,1769,0
8200,1758,0
8200,1743,0
8199,1724,0
8198,1708,0
8199,1693,0
8200,1673,0
8200,1649,0
8201,1624,0
8200,1601,0
8198,1579,0
8196,1557,0
8194,1536,0
8194,1514,0
8193,1493,0
8192,1472,0
8191,1456,0
8191,1443,0
8189,1428,0
8187,1412,0
8186,1394,0
8185,1377,0
8185,1361,0
8183,1346,0
8183,1334,0
8180,1322,0
8181,1311,0
8177,1300,0
8177,1288,0
8175,1282,0
8175,1278,0
8176,1271,0
8175,1262,0
8174,1254,0
8173,1246,0
8172,1238,0
8171,1230,0
8171,1222,0
8170,1215,0
8170,1211,0
8170,1208,0
8170,1206,0
8169,1196,0
8169,1182,0
8168,1174,0
8168,1170,0
8167,1166,0
8169,1162,0
8169,1158,0
8169,1153,0
8169,1148,0
8167,1143,0
8167,1137,0
8167,1128,0
8167,1115,0
8168,1100,0
8168,1092,0
8168,1096,0
8169,1116,0
8169,1169,0
8169,1268,0
8168,1418,0
8168,1614,0
8167,1847,0
8167,2102,0
8168,2353,0
8168,2581,0
8168,2772,0
8168,2919,0
8168,3014,0
8167,3070,0
8168,3103,0
8168,3115,0
8169,3112,0
8169,3100,0
8170,3083,0
8170,3064,0
8169,3045,0
8169,3028,0
8169,3012,0
8169,2997,0
8169,2983,0
8169,2968,0
8170,2952,0
8169,2935,0
8169,2916,0
8168,2893,0
8168,2865,0
8169,2832,0
8170,2788,0
8169,2733,0
8169,2667,0
8170,2588,0
8170,2501,0
8169,2407,0
8169,2324,0
8170,2249,0
8170,2172,0
8171,2105,0
8172,2049,0
8171,2007,0
8170,1979,0
8170,1964,0
8169,1958,0
8169,1956,0
8170,1954,0
8170,1950,0
8170,1944,0
8171,1936,0
8171,1926,0
8171,1910,0
8171,1888,0
8171,1862,0
8171,1833,0
8171,1802,0
8171,1769,0
8172,1736,0
8173,1704,0
8172,1676,0
8172,1651,0
8171,1629,0
8171,1613,0
8171,1597,0
8172,1577,0
8172,1557,0
8173,1538,0
8172,1518,0
8172,1499,0
8172,1480,0
8171,1462,0
8171,1444,0
8171,1426,0
8172,1410,0
8172,1394,0
8172,1384,0
8172,1376,0
8172,1365,0
8172,1352,0
8172,1338,0
8172,1325,0
8173,1314,0
8173,1303,0
8173,1293,0
8173,1284,0
8173,1279,0
8173,1276,0
8173,1275,0
8173,1273,0
8175,1274,0
8175,1276,0
8176,1273,0
8175,1269,0
8174,1264,0
8174,1256,0
8173,1248,0
8175,1241,0
8176,1235,0
8176,1228,0
8176,1222,0
8176,1216,0
8175,1208,0
8175,1204,0
8175,1201,0
8175,1193,0
8176,1185,0
8176,1185,0
8177,1207,0
8176,1265,0
8176,1366,0
8176,1514,0
8175,1707,0
8175,1932,0
8176,2170,0
8176,2402,0
8177,2589,0
8177,2736,0
8177,2865,0
8177,2960,0
8176,3020,0
8176,3049,0
8178,3052,0
8178,3038,0
8178,3015,0
8179,2990,0
8179,2965,0
8177,2941,0
8177,2916,0
8179,2892,0
8179,2866,0
8180,2840,0
8180,2813,0
8180,2785,0
8180,2756,0
8180,2726,0
8179,2691,0
8180,2650,0
8180,2602,0
8180,2543,0
8180,2475,0
8181,2397,0
8181,2323,0
8181,2253,0
8180,2178,0
8179,2107,0
8179,2043,0
8181,1991,0
8180,1956,0
8182,1936,0
8182,1927,0
8182,1925,0
8182,1925,0
8181,1924,0
8181,1918,0
8183,1910,0
8183,1899,0
8183,1880,0
8183,1855,0
8183,1824,0
8183,1790,0
8182,1756,0
8182,1722,0
8182,1688,0
8182,1656,0
8182,1626,0
8182,1598,0
8183,1572,0
8182,1553,0
8180,1536,0
8180,1515,0
8179,1493,0
8179,1472,0
8178,1455,0
8177,1439,0
8176,1421,0
8176,1402,0
8175,1385,0
8177,1367,0
8178,1348,0
8181,1330,0
8183,1319,0
8186,1313,0
8188,1305,0
8189,1297,0
8190,1288,0
8189,1278,0
8188,1269,0
8188,1264,0
8188,1260,0
8187,1257,0
8187,1255,0
8187,1254,0
8187,1254,0
8187,1257,0
8186,1263,0
8187,1266,0
8189,1266,0
8189,1263,0
8189,1258,0
8189,1253,0
8188,1248,0
8188,1241,0
8187,1233,0
8189,1224,0
8189,1213,0
8189,1199,0
8189,1190,0
8190,1189,0
8188,1197,0
8188,1229,0
8188,1300,0
8189,1417,0
8191,1580,0
8191,1785,0
8191,2017,0
8191,2258,0
8192,2488,0
8192,2688,0
8192,2847,0
8192,2961,0
8192,3029,0
8192,3062,0
8193,3074,0
8193,3067,0
8193,3049,0
8193,3027,0
8191,3006,0
8188,2988,0
8186,2972,0
8182,2955,0
8177,2936,0
8173,2914,0
8170,2891,0
8168,2868,0
8168,2847,0
8175,2824,0
8185,2798,0
8202,2769,0
8221,2736,0
8238,2681,0
8254,2609,0
8263,2539,0
8264,2465,0
8264,2386,0
8267,2301,0
8269,2213,0
8272,2135,0
8272,2067,0
8270,2000,0
8264,1942,0
8257,1899,0
8247,1871,0
8239,1856,0
8233,1849,0
8232,1848,0
8233,1849,0
8233,1850,0
