8201,0,0
8202,0,0
8202,0,0
8203,0,0
8203,0,0
8204,0,0
8204,0,0
8205,0,0
8205,0,0
8205,0,0
8205,0,0
8206,0,0
8205,0,0
8205,0,0
8205,0,0
8204,0,0
8203,0,0
8203,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8201,0,0
8201,0,0
8201,0,0
8200,0,0
8200,0,0
8199,0,0
8198,0,0
8198,0,0
8197,0,0
8197,0,0
8197,0,0
8198,0,0
8197,0,0
8197,0,0
8197,0,0
8197,0,0
8196,0,0
8196,0,0
8194,0,0
8194,0,0
8193,0,0
8193,0,0
8192,0,0
8192,0,0
8191,0,0
8191,0,0
8191,0,0
8190,0,0
8189,0,0
8189,0,0
8188,0,0
8187,0,0
8185,0,0
8185,0,0
8184,0,0
8184,0,0
8184,0,0
8184,0,0
8184,0,0
8184,0,0
8184,0,0
8185,0,0
8185,0,0
8185,0,0
8185,0,0
8185,0,0
8185,0,0
8185,0,0
8185,0,0
8185,0,0
8186,0,0
8188,0,0
8192,0,0
8196,0,0
8205,0,0
8214,0,0
8229,0,0
8244,0,0
8265,0,0
8286,0,0
8310,0,0
8333,0,0
8355,0,0
8378,0,0
8394,0,0
8410,0,0
8415,0,0
8421,0,0
8417,0,0
8413,0,0
8401,0,0
8389,0,0
8372,0,0
8356,0,0
8337,0,0
8318,0,0
8300,0,0
8282,0,0
8264,0,0
8248,0,0
8233,0,0
8219,0,0
8207,0,0
8196,0,0
8189,0,0
8181,0,0
8178,0,0
8174,0,0
8171,0,0
8170,0,0
8168,0,0
8166,0,0
8163,0,0
8161,0,0
8157,0,0
8153,0,0
8149,0,0
8145,0,0
8142,0,0
8139,0,0
8137,0,0
8136,0,0
8136,0,0
8136,0,0
8136,0,0
8136,0,0
8136,0,0
8136,0,0
8136,0,0
8137,0,0
8137,0,0
8138,0,0
8139,0,0
8139,0,0
8140,0,0
8140,0,0
8141,0,0
8141,0,0
8142,0,0
8143,0,0
8143,0,0
8144,0,0
8144,0,0
8145,0,0
8146,0,0
8146,0,0
8147,0,0
8148,0,0
8148,0,0
8148,0,0
8148,0,0
8148,0,0
8148,0,0
8148,0,0
8148,0,0
8149,0,0
8149,0,0
8149,0,0
8149,0,0
8149,0,0
8149,0,0
8149,0,0
8148,0,0
8148,0,0
8147,0,0
8147,0,0
8147,0,0
8147,0,0
8147,0,0
8147,0,0
8147,0,0
8148,0,0
8147,0,0
8147,0,0
8146,0,0
8146,0,0
8145,0,0
8144,0,0
8143,0,0
8143,0,0
8141,0,0
8140,0,0
8139,0,0
8139,0,0
8137,0,0
8137,0,0
8136,0,0
8135,0,0
8135,0,0
8134,0,0
8134,0,0
8134,0,0
8133,0,0
8133,0,0
8133,0,0
8133,0,0
8133,0,0
8133,0,0
8133,0,0
8133,0,0
8133,0,0
8133,0,0
8132,0,0
8132,0,0
8132,0,0
8132,0,0
8132,0,0
8131,0,0
8131,0,0
8131,0,0
8130,0,0
8130,0,0
8129,0,0
8129,0,0
8128,0,0
8128,0,0
8128,0,0
8128,0,0
8127,0,0
8127,0,0
8126,0,0
8126,0,0
8124,0,0
8122,0,0
8119,0,0
8117,0,0
8115,0,0
8113,0,0
8111,0,0
8110,0,0
8109,0,0
8109,0,0
8108,0,0
8107,0,0
8106,0,0
8105,0,0
8104,0,0
8103,0,0
8101,0,0
8100,0,0
8098,0,0
8097,0,0
8096,0,0
8095,0,0
8093,0,0
8092,0,0
8090,0,0
8089,0,0
8087,0,0
8086,0,0
8084,0,0
8083,0,0
8082,0,0
8080,0,0
8079,0,0
8078,0,0
8078,0,0
8077,0,0
8076,0,0
8076,0,0
8075,0,0
8075,0,0
8075,0,0
8074,0,0
8074,0,0
8073,0,0
8073,0,0
8073,0,0
8073,0,0
8073,0,0
8074,0,0
8074,0,0
8075,0,0
8075,0,0
8076,0,0
8077,0,0
8078,0,0
8079,0,0
8080,0,0
8081,0,0
8082,0,0
8083,0,0
8084,0,0
8086,0,0
8087,0,0
8089,0,0
8091,0,0
8092,0,0
8094,0,0
8096,0,0
8098,0,0
8101,0,0
8104,0,0
8106,0,0
8108,0,0
8111,0,0
8113,0,0
8116,0,0
8119,0,0
8122,0,0
8125,0,0
8128,0,0
8132,0,0
8136,0,0
8139,0,0
8143,0,0
8147,0,0
8152,0,0
8156,0,0
8159,0,0
8163,0,0
8167,0,0
8171,0,0
8175,0,0
8178,0,0
8181,0,0
8184,0,0
8187,0,0
8189,0,0
8192,0,0
8194,0,0
8198,0,0
8200,0,0
8203,0,0
8206,0,0
8209,0,0
8211,0,0
8213,0,0
8215,0,0
8216,0,0
8218,0,0
